PdDistrict,Date,IncidntNum
SOUTHERN,07/30/2016,73
PARK,10/12/2016,37
TARAVAL,01/06/2016,36
PARK,10/20/2016,45
TENDERLOIN,03/26/2016,26
TARAVAL,01/01/2016,40
TARAVAL,10/29/2016,42
MISSION,09/09/2016,80
NORTHERN,11/10/2016,75
MISSION,04/03/2016,38
TARAVAL,05/14/2016,27
TENDERLOIN,04/26/2016,24
MISSION,08/20/2016,52
CENTRAL,01/18/2016,45
TENDERLOIN,09/10/2016,26
SOUTHERN,04/02/2016,83
BAYVIEW,10/20/2016,38
RICHMOND,04/11/2016,35
CENTRAL,08/02/2016,46
NORTHERN,07/02/2016,59
INGLESIDE,09/27/2016,31
NORTHERN,01/03/2016,50
CENTRAL,01/25/2016,33
TARAVAL,03/22/2016,41
RICHMOND,05/25/2016,25
TENDERLOIN,04/21/2016,27
INGLESIDE,11/30/2016,30
BAYVIEW,10/12/2016,47
MISSION,09/15/2016,58
NORTHERN,10/12/2016,51
SOUTHERN,01/31/2016,92
RICHMOND,09/21/2016,26
TARAVAL,11/29/2016,38
RICHMOND,10/22/2016,36
TENDERLOIN,10/13/2016,23
BAYVIEW,01/03/2016,29
SOUTHERN,05/13/2016,102
PARK,11/10/2016,35
BAYVIEW,07/02/2016,40
CENTRAL,09/23/2016,52
SOUTHERN,12/09/2016,84
RICHMOND,07/05/2016,19
TENDERLOIN,06/23/2016,28
NORTHERN,10/20/2016,50
INGLESIDE,11/07/2016,24
TENDERLOIN,11/24/2016,19
TARAVAL,01/24/2016,33
PARK,01/03/2016,17
PARK,07/02/2016,28
BAYVIEW,11/10/2016,34
SOUTHERN,10/16/2016,84
TENDERLOIN,03/14/2016,20
SOUTHERN,11/20/2016,102
CENTRAL,09/25/2016,41
TENDERLOIN,06/14/2016,24
INGLESIDE,07/04/2016,37
MISSION,12/06/2016,54
SOUTHERN,09/20/2016,68
NORTHERN,11/12/2016,53
TENDERLOIN,12/14/2016,38
NORTHERN,01/17/2016,56
TENDERLOIN,06/04/2016,20
PARK,02/07/2016,35
NORTHERN,03/20/2016,58
INGLESIDE,10/05/2016,40
PARK,07/27/2016,21
RICHMOND,02/09/2016,15
CENTRAL,12/04/2016,60
SOUTHERN,08/20/2016,73
MISSION,04/02/2016,48
TENDERLOIN,09/01/2016,29
BAYVIEW,04/22/2016,45
PARK,10/08/2016,28
BAYVIEW,07/15/2016,36
BAYVIEW,09/02/2016,55
RICHMOND,10/03/2016,19
PARK,01/30/2016,29
BAYVIEW,10/08/2016,44
TARAVAL,10/28/2016,29
PARK,04/22/2016,22
CENTRAL,06/06/2016,40
RICHMOND,05/22/2016,25
PARK,07/15/2016,24
PARK,09/02/2016,28
BAYVIEW,01/30/2016,39
TARAVAL,08/23/2016,20
CENTRAL,12/13/2016,52
MISSION,07/30/2016,61
SOUTHERN,04/03/2016,73
BAYVIEW,02/07/2016,36
NORTHERN,08/25/2016,88
NORTHERN,09/24/2016,62
INGLESIDE,04/17/2016,26
CENTRAL,09/06/2016,53
NORTHERN,08/07/2016,44
SOUTHERN,09/09/2016,85
BAYVIEW,07/27/2016,38
TARAVAL,08/05/2016,28
TARAVAL,05/28/2016,26
CENTRAL,10/26/2016,39
NORTHERN,01/10/2016,70
TENDERLOIN,08/09/2016,31
INGLESIDE,05/25/2016,12
TENDERLOIN,03/01/2016,16
TENDERLOIN,07/11/2016,31
RICHMOND,11/30/2016,26
TENDERLOIN,02/17/2016,33
TARAVAL,11/09/2016,30
TENDERLOIN,07/31/2016,28
SOUTHERN,07/23/2016,57
TENDERLOIN,02/23/2016,42
TARAVAL,06/16/2016,26
INGLESIDE,04/11/2016,52
RICHMOND,09/27/2016,23
CENTRAL,03/08/2016,46
BAYVIEW,01/26/2016,39
SOUTHERN,07/29/2016,79
TARAVAL,10/17/2016,24
MISSION,01/20/2016,42
NORTHERN,06/21/2016,64
NORTHERN,05/10/2016,45
PARK,01/26/2016,30
SOUTHERN,09/26/2016,76
TARAVAL,09/28/2016,32
MISSION,08/16/2016,42
SOUTHERN,03/15/2016,74
TENDERLOIN,09/30/2016,21
PARK,10/25/2016,34
TARAVAL,08/28/2016,19
SOUTHERN,08/15/2016,63
BAYVIEW,12/11/2016,32
TARAVAL,08/14/2016,33
CENTRAL,01/14/2016,42
INGLESIDE,02/22/2016,30
PARK,02/03/2016,27
TENDERLOIN,11/05/2016,20
NORTHERN,07/13/2016,42
BAYVIEW,02/03/2016,28
NORTHERN,05/07/2016,50
INGLESIDE,05/19/2016,30
NORTHERN,11/25/2016,61
SOUTHERN,05/23/2016,87
INGLESIDE,04/15/2016,40
INGLESIDE,09/18/2016,37
NORTHERN,06/11/2016,51
BAYVIEW,10/25/2016,32
PARK,12/11/2016,22
CENTRAL,11/23/2016,36
RICHMOND,12/12/2016,24
NORTHERN,04/24/2016,69
TENDERLOIN,12/29/2016,31
PARK,09/12/2016,19
PARK,03/24/2016,12
PARK,08/31/2016,22
SOUTHERN,12/26/2016,68
TENDERLOIN,01/22/2016,17
MISSION,11/13/2016,56
TARAVAL,01/07/2016,40
PARK,03/31/2016,12
RICHMOND,09/19/2016,32
NORTHERN,01/05/2016,49
TARAVAL,01/08/2016,31
CENTRAL,12/03/2016,48
NORTHERN,09/13/2016,41
INGLESIDE,07/10/2016,18
BAYVIEW,03/31/2016,36
NORTHERN,05/09/2016,42
INGLESIDE,07/07/2016,22
TENDERLOIN,07/20/2016,25
INGLESIDE,05/11/2016,26
TENDERLOIN,07/25/2016,27
TARAVAL,06/12/2016,32
TARAVAL,06/09/2016,54
SOUTHERN,10/15/2016,77
BAYVIEW,09/12/2016,42
CENTRAL,03/19/2016,43
BAYVIEW,03/24/2016,29
BAYVIEW,08/31/2016,52
NORTHERN,08/19/2016,43
INGLESIDE,10/06/2016,13
RICHMOND,09/04/2016,24
TARAVAL,11/28/2016,47
MISSION,05/08/2016,40
NORTHERN,02/16/2016,58
NORTHERN,06/25/2016,80
TENDERLOIN,12/15/2016,29
BAYVIEW,08/26/2016,54
INGLESIDE,10/21/2016,32
INGLESIDE,03/10/2016,38
PARK,08/26/2016,19
SOUTHERN,12/27/2016,79
SOUTHERN,10/09/2016,67
TENDERLOIN,02/19/2016,30
TARAVAL,05/04/2016,33
MISSION,04/05/2016,48
MISSION,12/21/2016,63
TARAVAL,09/22/2016,41
NORTHERN,02/06/2016,61
TARAVAL,03/11/2016,25
NORTHERN,01/09/2016,54
INGLESIDE,06/20/2016,29
RICHMOND,04/27/2016,32
TENDERLOIN,06/29/2016,29
RICHMOND,04/19/2016,13
RICHMOND,11/27/2016,19
NORTHERN,12/17/2016,60
CENTRAL,05/27/2016,67
PARK,04/10/2016,20
TENDERLOIN,12/10/2016,22
INGLESIDE,05/20/2016,31
TARAVAL,08/06/2016,27
INGLESIDE,06/02/2016,41
BAYVIEW,07/01/2016,48
CENTRAL,02/27/2016,67
INGLESIDE,03/25/2016,23
MISSION,02/26/2016,33
NORTHERN,10/24/2016,49
SOUTHERN,07/16/2016,90
NORTHERN,06/17/2016,54
CENTRAL,07/09/2016,50
INGLESIDE,04/29/2016,28
MISSION,07/22/2016,50
TENDERLOIN,01/12/2016,32
INGLESIDE,04/28/2016,29
TENDERLOIN,05/30/2016,18
TENDERLOIN,01/21/2016,33
RICHMOND,04/20/2016,29
MISSION,11/04/2016,76
CENTRAL,04/13/2016,42
MISSION,03/16/2016,59
INGLESIDE,11/02/2016,43
TENDERLOIN,07/03/2016,25
RICHMOND,06/22/2016,34
BAYVIEW,04/10/2016,32
SOUTHERN,07/17/2016,69
RICHMOND,12/20/2016,25
TENDERLOIN,12/23/2016,28
PARK,07/01/2016,22
MISSION,05/21/2016,48
RICHMOND,06/05/2016,23
INGLESIDE,04/25/2016,27
RICHMOND,03/17/2016,25
TARAVAL,09/14/2016,41
BAYVIEW,06/27/2016,33
MISSION,10/01/2016,58
CENTRAL,12/01/2016,48
CENTRAL,12/22/2016,47
CENTRAL,12/18/2016,67
SOUTHERN,04/12/2016,70
NORTHERN,11/17/2016,67
CENTRAL,10/27/2016,46
MISSION,02/25/2016,42
NORTHERN,08/21/2016,51
BAYVIEW,10/10/2016,50
CENTRAL,07/21/2016,61
MISSION,12/19/2016,44
SOUTHERN,06/24/2016,122
PARK,10/10/2016,17
CENTRAL,04/01/2016,66
INGLESIDE,08/10/2016,29
MISSION,07/18/2016,41
TENDERLOIN,06/26/2016,35
CENTRAL,08/13/2016,64
CENTRAL,10/30/2016,70
PARK,06/27/2016,27
SOUTHERN,05/05/2016,94
RICHMOND,07/19/2016,20
TARAVAL,02/21/2016,35
INGLESIDE,01/29/2016,46
MISSION,08/17/2016,37
TENDERLOIN,02/15/2016,33
SOUTHERN,03/16/2016,74
INGLESIDE,04/27/2016,24
SOUTHERN,11/04/2016,67
RICHMOND,06/20/2016,21
INGLESIDE,04/19/2016,30
TENDERLOIN,12/16/2016,35
PARK,08/21/2016,32
SOUTHERN,05/21/2016,78
TENDERLOIN,03/07/2016,25
CENTRAL,04/23/2016,56
MISSION,07/17/2016,48
PARK,11/17/2016,15
BAYVIEW,08/21/2016,39
RICHMOND,10/21/2016,28
NORTHERN,10/10/2016,81
RICHMOND,03/10/2016,23
CENTRAL,06/07/2016,36
BAYVIEW,11/17/2016,42
INGLESIDE,09/04/2016,36
SOUTHERN,07/22/2016,82
CENTRAL,10/07/2016,54
MISSION,07/16/2016,45
NORTHERN,06/27/2016,45
SOUTHERN,02/26/2016,70
TARAVAL,08/03/2016,26
SOUTHERN,12/19/2016,103
MISSION,06/24/2016,52
NORTHERN,04/10/2016,34
RICHMOND,10/06/2016,22
PARK,12/17/2016,17
RICHMOND,07/10/2016,16
SOUTHERN,08/17/2016,84
RICHMOND,05/11/2016,40
RICHMOND,07/07/2016,13
PARK,06/17/2016,24
MISSION,05/05/2016,67
PARK,10/24/2016,19
SOUTHERN,07/18/2016,87
BAYVIEW,06/17/2016,35
CENTRAL,12/08/2016,38
SOUTHERN,10/01/2016,80
INGLESIDE,09/19/2016,38
TARAVAL,09/17/2016,18
BAYVIEW,10/24/2016,44
TARAVAL,04/07/2016,37
CENTRAL,09/03/2016,43
NORTHERN,07/01/2016,66
CENTRAL,11/18/2016,67
SOUTHERN,02/25/2016,77
MISSION,04/12/2016,53
BAYVIEW,12/17/2016,37
TARAVAL,03/12/2016,26
PARK,06/25/2016,19
MISSION,10/15/2016,57
PARK,02/16/2016,31
BAYVIEW,01/09/2016,46
TARAVAL,07/28/2016,34
RICHMOND,01/29/2016,37
INGLESIDE,07/19/2016,39
BAYVIEW,02/06/2016,28
TARAVAL,11/21/2016,27
RICHMOND,08/10/2016,27
CENTRAL,01/28/2016,42
SOUTHERN,11/13/2016,70
TENDERLOIN,01/23/2016,40
TENDERLOIN,11/14/2016,20
TARAVAL,11/26/2016,25
TARAVAL,02/10/2016,27
PARK,02/06/2016,12
TARAVAL,09/29/2016,47
MISSION,12/26/2016,58
NORTHERN,08/26/2016,56
BAYVIEW,02/16/2016,37
RICHMOND,04/25/2016,22
TARAVAL,01/15/2016,32
INGLESIDE,06/05/2016,36
BAYVIEW,06/25/2016,46
PARK,01/09/2016,29
INGLESIDE,03/17/2016,37
CENTRAL,03/13/2016,28
BAYVIEW,08/19/2016,44
INGLESIDE,06/22/2016,31
SOUTHERN,04/05/2016,77
SOUTHERN,12/21/2016,91
MISSION,12/27/2016,63
INGLESIDE,12/20/2016,42
MISSION,10/09/2016,83
TENDERLOIN,05/12/2016,23
NORTHERN,08/31/2016,57
NORTHERN,03/24/2016,53
NORTHERN,09/12/2016,34
TENDERLOIN,01/19/2016,20
PARK,09/13/2016,24
RICHMOND,04/28/2016,20
CENTRAL,05/01/2016,55
INGLESIDE,04/20/2016,41
TARAVAL,07/12/2016,20
PARK,01/05/2016,22
BAYVIEW,05/09/2016,36
RICHMOND,11/02/2016,20
NORTHERN,03/31/2016,57
BAYVIEW,09/13/2016,29
RICHMOND,03/25/2016,19
SOUTHERN,05/08/2016,60
CENTRAL,02/08/2016,59
PARK,05/09/2016,21
TENDERLOIN,05/29/2016,28
BAYVIEW,01/05/2016,46
RICHMOND,04/29/2016,31
INGLESIDE,11/27/2016,29
PARK,08/19/2016,20
RICHMOND,05/20/2016,39
TARAVAL,11/19/2016,30
RICHMOND,06/02/2016,25
INGLESIDE,03/14/2016,32
TARAVAL,05/09/2016,30
NORTHERN,06/12/2016,70
BAYVIEW,07/12/2016,30
NORTHERN,06/09/2016,54
INGLESIDE,11/24/2016,28
PARK,11/19/2016,19
SOUTHERN,05/17/2016,86
SOUTHERN,07/06/2016,79
TARAVAL,08/19/2016,41
TENDERLOIN,07/04/2016,25
INGLESIDE,06/14/2016,32
CENTRAL,01/02/2016,42
BAYVIEW,11/19/2016,58
MISSION,03/21/2016,59
MISSION,02/28/2016,40
NORTHERN,01/07/2016,60
TENDERLOIN,11/07/2016,24
CENTRAL,12/02/2016,46
INGLESIDE,06/23/2016,39
TARAVAL,01/05/2016,34
NORTHERN,01/08/2016,46
MISSION,04/04/2016,69
PARK,07/12/2016,20
TARAVAL,09/13/2016,25
CENTRAL,02/04/2016,36
INGLESIDE,10/13/2016,19
MISSION,05/02/2016,42
CENTRAL,10/14/2016,52
RICHMOND,09/05/2016,17
MISSION,01/16/2016,40
BAYVIEW,11/21/2016,52
NORTHERN,09/22/2016,50
TARAVAL,02/06/2016,31
PARK,09/29/2016,16
NORTHERN,05/04/2016,39
PARK,11/26/2016,21
PARK,02/10/2016,30
MISSION,03/18/2016,67
MISSION,12/25/2016,34
SOUTHERN,03/04/2016,82
RICHMOND,05/31/2016,17
BAYVIEW,07/28/2016,33
SOUTHERN,11/08/2016,71
TENDERLOIN,04/17/2016,16
SOUTHERN,06/08/2016,87
NORTHERN,03/11/2016,55
TARAVAL,01/09/2016,41
SOUTHERN,08/04/2016,84
PARK,01/15/2016,28
BAYVIEW,03/12/2016,37
INGLESIDE,09/01/2016,47
NORTHERN,11/28/2016,48
TENDERLOIN,10/05/2016,19
PARK,07/28/2016,27
RICHMOND,03/03/2016,28
INGLESIDE,06/04/2016,32
CENTRAL,03/27/2016,35
BAYVIEW,01/15/2016,51
PARK,03/12/2016,24
TARAVAL,06/25/2016,29
RICHMOND,12/30/2016,19
TARAVAL,02/16/2016,39
INGLESIDE,12/14/2016,42
PARK,11/21/2016,19
MISSION,01/13/2016,64
BAYVIEW,09/29/2016,28
BAYVIEW,11/26/2016,40
BAYVIEW,02/10/2016,36
SOUTHERN,02/13/2016,77
PARK,09/17/2016,38
SOUTHERN,05/03/2016,66
MISSION,07/24/2016,43
RICHMOND,03/26/2016,32
MISSION,03/29/2016,49
MISSION,02/11/2016,57
BAYVIEW,08/03/2016,26
CENTRAL,02/20/2016,62
PARK,04/07/2016,30
SOUTHERN,11/06/2016,64
CENTRAL,08/11/2016,44
CENTRAL,10/31/2016,49
INGLESIDE,07/11/2016,34
INGLESIDE,02/17/2016,38
TARAVAL,12/17/2016,25
INGLESIDE,08/09/2016,31
INGLESIDE,03/01/2016,33
TENDERLOIN,05/25/2016,42
RICHMOND,04/21/2016,13
PARK,08/03/2016,20
NORTHERN,08/06/2016,56
MISSION,12/05/2016,54
BAYVIEW,04/07/2016,37
TARAVAL,10/24/2016,37
MISSION,08/01/2016,48
BAYVIEW,09/17/2016,33
TENDERLOIN,04/11/2016,24
TARAVAL,06/17/2016,37
INGLESIDE,02/23/2016,40
INGLESIDE,07/31/2016,23
CENTRAL,11/16/2016,49
RICHMOND,04/26/2016,16
RICHMOND,09/10/2016,26
RICHMOND,08/22/2016,16
TENDERLOIN,09/18/2016,29
TENDERLOIN,04/15/2016,28
MISSION,09/07/2016,70
TENDERLOIN,05/19/2016,30
RICHMOND,03/06/2016,14
RICHMOND,02/12/2016,18
INGLESIDE,12/29/2016,38
MISSION,08/08/2016,35
NORTHERN,02/21/2016,74
MISSION,02/01/2016,57
RICHMOND,06/18/2016,25
CENTRAL,08/24/2016,46
NORTHERN,09/14/2016,42
CENTRAL,03/23/2016,44
INGLESIDE,09/30/2016,36
RICHMOND,12/31/2016,19
MISSION,11/03/2016,67
TARAVAL,11/17/2016,31
INGLESIDE,11/05/2016,39
CENTRAL,01/04/2016,42
TENDERLOIN,02/22/2016,22
TARAVAL,08/21/2016,24
TARAVAL,10/10/2016,27
SOUTHERN,12/05/2016,79
TENDERLOIN,10/03/2016,12
RICHMOND,09/01/2016,20
PARK,02/21/2016,32
TENDERLOIN,02/09/2016,35
INGLESIDE,03/03/2016,30
BAYVIEW,09/14/2016,41
TARAVAL,06/27/2016,22
SOUTHERN,08/01/2016,84
RICHMOND,06/04/2016,13
RICHMOND,12/14/2016,26
INGLESIDE,12/30/2016,26
SOUTHERN,07/24/2016,84
BAYVIEW,02/21/2016,35
MISSION,05/03/2016,42
INGLESIDE,05/31/2016,31
PARK,09/14/2016,22
INGLESIDE,09/05/2016,25
MISSION,11/06/2016,66
CENTRAL,03/05/2016,46
SOUTHERN,02/11/2016,78
TENDERLOIN,05/22/2016,22
SOUTHERN,03/29/2016,76
RICHMOND,06/23/2016,18
TENDERLOIN,07/05/2016,23
CENTRAL,05/26/2016,44
NORTHERN,09/17/2016,75
CENTRAL,09/11/2016,30
RICHMOND,10/13/2016,32
TARAVAL,07/01/2016,35
TENDERLOIN,10/22/2016,17
NORTHERN,04/07/2016,44
BAYVIEW,08/06/2016,27
TENDERLOIN,09/21/2016,29
SOUTHERN,11/03/2016,77
PARK,08/06/2016,30
NORTHERN,08/03/2016,67
SOUTHERN,09/07/2016,85
TARAVAL,04/10/2016,26
RICHMOND,06/14/2016,18
RICHMOND,03/14/2016,25
SOUTHERN,02/01/2016,106
SOUTHERN,08/08/2016,64
RICHMOND,11/24/2016,14
NORTHERN,02/10/2016,51
NORTHERN,11/26/2016,72
SOUTHERN,02/28/2016,69
PARK,05/04/2016,17
RICHMOND,11/05/2016,17
NORTHERN,09/29/2016,36
PARK,09/22/2016,22
SOUTHERN,03/21/2016,80
CENTRAL,06/01/2016,55
TARAVAL,08/26/2016,29
INGLESIDE,06/18/2016,30
NORTHERN,01/15/2016,55
SOUTHERN,05/02/2016,58
PARK,03/11/2016,21
SOUTHERN,04/04/2016,87
RICHMOND,09/30/2016,48
INGLESIDE,12/31/2016,29
BAYVIEW,11/28/2016,37
RICHMOND,12/29/2016,13
NORTHERN,03/12/2016,61
CENTRAL,07/14/2016,52
TENDERLOIN,12/12/2016,37
BAYVIEW,03/11/2016,30
NORTHERN,07/28/2016,47
PARK,11/28/2016,15
CENTRAL,04/09/2016,48
INGLESIDE,08/22/2016,30
MISSION,07/06/2016,48
BAYVIEW,09/22/2016,44
BAYVIEW,05/04/2016,26
MISSION,05/17/2016,70
NORTHERN,11/21/2016,60
INGLESIDE,02/12/2016,39
INGLESIDE,03/06/2016,44
PARK,06/09/2016,17
BAYVIEW,01/08/2016,47
TENDERLOIN,09/27/2016,16
PARK,06/12/2016,25
RICHMOND,02/23/2016,17
INGLESIDE,09/10/2016,25
INGLESIDE,04/26/2016,25
RICHMOND,07/31/2016,25
CENTRAL,10/18/2016,47
RICHMOND,02/17/2016,29
BAYVIEW,01/07/2016,43
TENDERLOIN,11/30/2016,15
MISSION,02/13/2016,35
RICHMOND,07/11/2016,22
INGLESIDE,04/21/2016,23
SOUTHERN,01/13/2016,86
RICHMOND,03/01/2016,35
RICHMOND,08/09/2016,19
CENTRAL,11/22/2016,43
NORTHERN,11/19/2016,63
PARK,01/07/2016,35
SOUTHERN,03/18/2016,69
TARAVAL,03/24/2016,29
SOUTHERN,01/16/2016,79
TARAVAL,08/31/2016,25
TARAVAL,09/12/2016,33
BAYVIEW,06/09/2016,29
NORTHERN,07/12/2016,64
BAYVIEW,06/12/2016,35
MISSION,06/08/2016,54
MISSION,08/04/2016,48
PARK,01/08/2016,28
MISSION,11/08/2016,68
SOUTHERN,12/25/2016,32
MISSION,03/04/2016,53
INGLESIDE,03/26/2016,23
TARAVAL,03/31/2016,25
BAYVIEW,08/11/2016,30
BAYVIEW,02/20/2016,33
BAYVIEW,10/31/2016,34
TENDERLOIN,12/21/2016,37
TENDERLOIN,04/05/2016,30
RICHMOND,05/15/2016,28
CENTRAL,08/03/2016,52
SOUTHERN,05/12/2016,94
MISSION,02/19/2016,49
SOUTHERN,01/19/2016,79
PARK,11/16/2016,26
MISSION,06/29/2016,48
MISSION,12/15/2016,60
BAYVIEW,11/16/2016,42
TENDERLOIN,05/08/2016,26
TARAVAL,12/08/2016,39
SOUTHERN,05/29/2016,78
NORTHERN,05/26/2016,58
CENTRAL,09/17/2016,44
NORTHERN,09/11/2016,59
PARK,10/31/2016,20
PARK,08/11/2016,17
TARAVAL,09/03/2016,29
PARK,02/20/2016,23
CENTRAL,04/07/2016,60
TARAVAL,11/18/2016,41
MISSION,07/25/2016,49
RICHMOND,06/13/2016,27
PARK,03/23/2016,35
PARK,08/24/2016,21
MISSION,07/20/2016,45
PARK,01/04/2016,25
NORTHERN,03/05/2016,51
RICHMOND,11/11/2016,30
TARAVAL,04/23/2016,34
SOUTHERN,11/14/2016,77
SOUTHERN,01/23/2016,71
TENDERLOIN,11/13/2016,19
MISSION,01/22/2016,49
BAYVIEW,01/04/2016,39
TARAVAL,06/07/2016,23
RICHMOND,02/18/2016,30
INGLESIDE,07/26/2016,20
BAYVIEW,03/23/2016,38
TARAVAL,10/07/2016,37
BAYVIEW,08/24/2016,40
RICHMOND,06/15/2016,24
TENDERLOIN,12/19/2016,24
TARAVAL,03/13/2016,22
RICHMOND,12/24/2016,27
PARK,01/02/2016,10
TENDERLOIN,08/17/2016,29
PARK,02/04/2016,28
CENTRAL,07/12/2016,59
TARAVAL,05/01/2016,32
RICHMOND,03/28/2016,28
PARK,12/02/2016,16
MISSION,06/26/2016,79
TENDERLOIN,07/18/2016,26
BAYVIEW,02/04/2016,54
TENDERLOIN,10/01/2016,32
INGLESIDE,10/23/2016,20
TARAVAL,02/08/2016,32
BAYVIEW,12/02/2016,38
NORTHERN,10/18/2016,63
TENDERLOIN,02/25/2016,20
BAYVIEW,01/02/2016,34
NORTHERN,11/22/2016,44
CENTRAL,11/19/2016,44
TENDERLOIN,03/16/2016,35
CENTRAL,03/12/2016,45
SOUTHERN,02/15/2016,77
NORTHERN,07/14/2016,53
PARK,03/27/2016,24
RICHMOND,08/30/2016,25
CENTRAL,07/28/2016,44
TENDERLOIN,11/04/2016,29
MISSION,01/21/2016,56
MISSION,05/30/2016,57
NORTHERN,04/09/2016,65
TENDERLOIN,05/21/2016,27
SOUTHERN,12/16/2016,103
MISSION,12/23/2016,61
SOUTHERN,03/07/2016,80
INGLESIDE,10/11/2016,36
CENTRAL,11/21/2016,44
BAYVIEW,10/14/2016,40
TARAVAL,01/28/2016,29
MISSION,07/03/2016,50
CENTRAL,02/10/2016,52
CENTRAL,11/26/2016,65
CENTRAL,09/29/2016,37
MISSION,12/10/2016,70
NORTHERN,06/01/2016,74
PARK,10/14/2016,28
MISSION,01/12/2016,39
TENDERLOIN,07/22/2016,19
CENTRAL,01/15/2016,61
BAYVIEW,03/27/2016,49
TENDERLOIN,02/26/2016,19
RICHMOND,02/24/2016,27
PARK,04/09/2016,21
RICHMOND,07/26/2016,21
CENTRAL,11/28/2016,43
NORTHERN,03/27/2016,32
PARK,07/14/2016,22
INGLESIDE,06/15/2016,22
BAYVIEW,06/01/2016,38
TENDERLOIN,04/12/2016,28
INGLESIDE,02/18/2016,42
NORTHERN,10/14/2016,64
PARK,06/01/2016,32
INGLESIDE,11/11/2016,28
CENTRAL,09/22/2016,40
TENDERLOIN,06/24/2016,29
CENTRAL,05/04/2016,40
BAYVIEW,04/09/2016,29
SOUTHERN,06/26/2016,144
INGLESIDE,06/13/2016,32
TENDERLOIN,05/05/2016,34
BAYVIEW,07/14/2016,45
CENTRAL,03/11/2016,48
NORTHERN,01/02/2016,57
BAYVIEW,11/22/2016,35
SOUTHERN,12/10/2016,86
CENTRAL,01/07/2016,50
BAYVIEW,10/18/2016,27
NORTHERN,12/02/2016,74
CENTRAL,01/08/2016,56
TENDERLOIN,07/16/2016,34
SOUTHERN,01/12/2016,67
NORTHERN,02/04/2016,55
TARAVAL,12/03/2016,24
SOUTHERN,01/21/2016,69
SOUTHERN,05/30/2016,84
CENTRAL,06/12/2016,47
CENTRAL,06/09/2016,34
MISSION,02/15/2016,58
PARK,11/22/2016,29
SOUTHERN,07/03/2016,75
TENDERLOIN,07/17/2016,18
INGLESIDE,05/15/2016,24
TARAVAL,03/19/2016,26
SOUTHERN,12/23/2016,72
MISSION,03/07/2016,39
PARK,10/18/2016,13
MISSION,12/16/2016,75
MISSION,05/29/2016,51
NORTHERN,08/24/2016,57
CENTRAL,09/14/2016,40
NORTHERN,03/23/2016,59
SOUTHERN,12/15/2016,81
INGLESIDE,02/24/2016,51
TARAVAL,12/01/2016,36
TARAVAL,12/22/2016,34
TARAVAL,12/18/2016,21
TARAVAL,10/27/2016,23
PARK,03/05/2016,17
NORTHERN,01/04/2016,38
MISSION,01/19/2016,48
MISSION,05/12/2016,47
SOUTHERN,02/19/2016,86
TENDERLOIN,10/09/2016,28
TENDERLOIN,12/27/2016,19
BAYVIEW,03/05/2016,46
RICHMOND,10/11/2016,21
TARAVAL,07/21/2016,29
TARAVAL,04/01/2016,35
TARAVAL,08/13/2016,29
TARAVAL,10/30/2016,28
INGLESIDE,08/30/2016,32
SOUTHERN,06/29/2016,62
CENTRAL,02/21/2016,41
TARAVAL,05/27/2016,29
SOUTHERN,01/22/2016,91
TENDERLOIN,12/26/2016,32
CENTRAL,08/06/2016,54
TARAVAL,02/27/2016,22
MISSION,11/14/2016,49
MISSION,01/23/2016,44
BAYVIEW,09/11/2016,28
BAYVIEW,05/26/2016,55
TARAVAL,07/09/2016,33
RICHMOND,10/23/2016,21
NORTHERN,11/16/2016,53
SOUTHERN,07/20/2016,70
PARK,09/11/2016,19
TARAVAL,04/13/2016,31
PARK,05/26/2016,29
SOUTHERN,07/25/2016,81
INGLESIDE,03/28/2016,27
TENDERLOIN,10/15/2016,27
INGLESIDE,12/24/2016,25
NORTHERN,02/20/2016,65
NORTHERN,08/11/2016,75
NORTHERN,10/31/2016,84
RICHMOND,07/29/2016,23
BAYVIEW,07/09/2016,36
NORTHERN,12/08/2016,56
SOUTHERN,09/27/2016,74
TARAVAL,09/11/2016,16
PARK,04/13/2016,44
TARAVAL,05/26/2016,33
MISSION,10/05/2016,65
RICHMOND,07/23/2016,20
INGLESIDE,04/02/2016,33
SOUTHERN,11/30/2016,65
NORTHERN,09/03/2016,46
BAYVIEW,02/27/2016,35
CENTRAL,07/01/2016,64
NORTHERN,11/18/2016,49
TENDERLOIN,01/13/2016,38
BAYVIEW,05/27/2016,37
TENDERLOIN,03/18/2016,32
PARK,02/27/2016,23
RICHMOND,03/15/2016,20
CENTRAL,04/10/2016,31
PARK,05/27/2016,26
TENDERLOIN,01/16/2016,21
INGLESIDE,07/30/2016,27
RICHMOND,09/26/2016,36
PARK,07/09/2016,22
MISSION,04/17/2016,45
BAYVIEW,04/13/2016,32
TENDERLOIN,12/25/2016,12
TENDERLOIN,02/28/2016,27
PARK,04/01/2016,26
CENTRAL,10/10/2016,44
INGLESIDE,09/15/2016,41
PARK,07/21/2016,17
TENDERLOIN,03/21/2016,18
NORTHERN,06/07/2016,55
BAYVIEW,10/27/2016,41
BAYVIEW,12/18/2016,25
BAYVIEW,12/01/2016,29
BAYVIEW,12/22/2016,51
TENDERLOIN,05/02/2016,32
NORTHERN,10/07/2016,61
TENDERLOIN,04/04/2016,39
CENTRAL,06/27/2016,46
RICHMOND,08/15/2016,25
PARK,08/13/2016,17
PARK,10/30/2016,14
MISSION,11/07/2016,49
PARK,12/01/2016,20
PARK,12/22/2016,19
